,0
342,1019311.7896359265
343,1020469.6609871672
344,1034652.2033419895
345,1034513.6623822141
346,1032521.0125917095
347,1034846.6139743156
348,1047682.9087541255
349,1053947.5473920044
350,1054782.9104503142
351,1070669.136418521
352,1062461.8259658343
353,1061868.3137913751
354,1080727.276043265
355,1088052.8298942917
356,1053417.1689052556
357,1062984.5400331984
358,1063096.2144871547
359,1068416.1001361932
360,1062917.8764028265
361,1067378.1593378808
362,1076339.2078109148
363,1071087.8238431246
364,1071683.7255592966
365,1063980.7749321042
366,1061910.8600378102
367,1063944.152379997
368,1068484.9675842025
369,1091254.157694411
370,1088990.1667439258
371,1096537.5292908936
372,1096558.1320494611
373,1081807.7174114564
374,1087749.94812323
375,1096373.3834258295
376,1091611.514693631
377,1088537.3565443044
378,1089512.0343672363
379,1084952.4056926598
380,1082509.2210978037
381,1085295.2714395435
382,1085131.2912146305
383,1092784.178982738
384,1101216.1216508625
385,1117526.4458052523
386,1112216.884489468
387,1114358.138950473
388,1102495.781011865
389,1106859.7149836977
390,1109910.7316483832
391,1112019.3722767364
392,1113603.4582676652
393,1115101.5724936265
394,1111106.0881676008
395,1119478.8979546488
396,1119856.8390152438
397,1120592.0599527278
398,1117824.773282121
399,1123393.3274910916
400,1128271.3052160563
401,1128013.8570713056
402,1129845.9464183317
403,1136785.8803757085
404,1165297.8670395017
405,1191417.5066355492
406,1241378.7892335209
407,1221054.2198219213
408,1218729.3443628512
409,1228891.2128377086
410,1251665.1625926928
411,1289954.4523293606
412,1287757.5126078327
413,1276582.1505459172
414,1278878.2321764976
415,1310913.3980675638
416,1332713.587062608
417,1353399.6382732308
418,1456405.9618989448
419,1324988.7288378633
420,1220501.0772440503
421,1226555.120645193
422,1229041.8905843773
423,1220978.1583588873
424,1225685.3264108466
425,1098065.7579822354
426,1124435.9933441097
427,1143159.313503601
428,1137644.961089036
429,1140948.101687755
430,1150558.8133515944
431,1225278.114686724
432,1204631.1821545346
433,1216802.9002222964
434,1212795.5849802685
435,1239325.8984442467
436,1242201.7211723984
437,1238550.3335855007
438,1210030.8875137707
439,1218953.5909994263
440,1235212.0966847024
441,1237403.2832155765
442,1239239.4522389239
443,1237109.0867438405
444,1238005.8019479688
445,1289142.6582044116
446,1308089.7599426243
447,1331116.419697141
448,1349280.259602902
449,1362410.2922543143
450,1346706.7710829102
451,1357712.3631439852
452,1381289.765119495
453,1383042.1649940845
454,1312089.3973865085
455,1306240.1281702863
456,1322450.1305391754
457,1316971.8147765642
458,1308174.8008093985
459,1322339.9925086754
460,1325317.4789006675
461,1345739.2355038521
462,1364997.198534146
463,1373473.6219471218
464,1366747.9516104846
465,1399341.4437612672
466,1435551.2864522997
467,1437755.9716473976
468,1489266.8471494396
469,1496492.7510362554
470,1465174.6726970403
471,1487754.2462756075
472,1503447.2757329408
473,1503440.3543023334
474,1548912.4805890857
475,1579301.3775284113
476,1605095.4761615419
477,1583932.4188032704
478,1596657.0414827254
479,1602657.7761311224
480,1551226.665717803
481,1473891.859503395
482,1514455.0583753425
483,1438908.9989456562
484,1501715.156925173
485,1550559.883318327
486,1561766.0680419952
487,1570377.1627391193
488,1580714.8131923834
489,1513678.4757283549
490,1417804.724110784
491,1279673.7073891265
492,1348700.2598174014
493,1367889.6287724995
494,1440933.4750019007
495,1362220.5068717496
496,1350614.351912156
497,1239056.2682672348
498,1278304.1246855366
499,1271564.1004142626
500,1359841.7779307303
501,1361386.373755481
502,1353299.9310941664
503,1338104.4288243516
504,1388894.358465426
505,1398670.7829206956
