,datadate,tic,adjcp,open,high,low,volume,neutral,positive,negative,macd,rsi,cci,adx,turbulence
619,20160917,ETH,12.69859982,12.55819988,12.76299953,12.44239998,7446610,92.67732173204422,1.3143091333944206,0.008369421980297886,0.23743092115592646,55.03796349297774,188.07754869815872,31.80756887257239,1.216791327904956
620,20160918,BTC,609.8740234,606.28302,610.15802,605.8560181,48679400,88.77352249622345,0.5680529649281071,0.6584245308340861,4.856875330089451,51.9985840839812,54.88455536439112,7.991329780278875,1.2453772021411917
621,20160918,ETH,12.43120003,12.68640041,12.98729992,12.15550041,22433300,88.77352249622345,0.5680529649281071,0.6584245308340861,0.2523876571567154,53.55145881258118,157.5824496741096,20.165695214793033,1.2453772021411917
622,20160919,BTC,609.2269897000001,609.8709717,610.9320068,608.2700195,54796400,77.65834222733973,0.4360500889418741,0.9056068039835274,4.623620175262204,51.82483868241411,54.6349363820526,9.116080169354133,1.329580006963813
623,20160919,ETH,13.18900013,12.43599987,13.18900013,12.41749954,13838800,77.65834222733973,0.4360500889418741,0.9056068039835274,0.3216809750223746,56.959450928330924,203.0984408803613,25.13506304564263,1.329580006963813
624,20160920,BTC,608.3120117000002,609.2540283,609.5250244,607.9379882999998,72710896,68.0774262920022,3.132107271152368,0.7904668754251141,4.315189883872449,51.57275245473801,47.90419965238092,8.507808725858757,1.6813683204517726
625,20160920,ETH,14.43029976,13.21389961,14.43029976,13.11979961,31929100,68.0774262920022,3.132107271152368,0.7904668754251141,0.47132578457176955,61.71889465739237,311.6125170061975,46.88516882559611,1.6813683204517726
626,20160921,BTC,597.1489868,603.5880127,603.5880127,595.8829956000002,82776200,89.90283012390137,2.0790104200248303,0.018160367681879563,3.1338685537914444,48.58977127342049,6.078753609749499,10.792410019560533,1.3391737977545868
627,20160921,ETH,13.76850033,14.43410015,14.43410015,13.17020035,28645000,89.90283012390137,2.0790104200248303,0.018160367681879563,0.5304045180427721,58.17109835200391,242.17036341063556,46.93562347733153,1.3391737977545868
628,20160922,BTC,596.2979736000002,597.2789917,598.4869995,596.2130127,67085300,85.77798344939947,3.1938709688091063,0.02814541713971863,2.1047312045413946,48.369135369120904,-3.6929072627592077,10.79241001956052,1.1616066983763456
629,20160922,ETH,13.2475996,13.66499996,13.66499996,12.47859955,27382800,85.77798344939947,3.1938709688091063,0.02814541713971863,0.5290934445178159,55.570137342437356,143.7483623930677,24.018375596745287,1.1616066983763456
630,20160923,BTC,602.84198,596.1989746,603.2050171,595.7860107000001,51067000,85.57658249139786,0.4220964788436188,0.0013219334111003178,1.796470473297859,50.169087071038035,9.67317019468523,2.6286565953645775,1.242072870725075
631,20160923,ETH,13.33129978,13.20800018,13.44690037,13.10159969,9166430,85.57658249139786,0.4220964788436188,0.0013219334111003178,0.5287136326730781,55.897915775599195,145.9812936549978,24.01837559674528,1.242072870725075
632,20160924,BTC,602.625,602.9609985000002,604.5800171,602.0449829,35359500,72.94082787632942,1.055960323855322,0.0032122703897954352,1.517174111517079,50.10916761133316,18.080271862842302,0.3256318182010184,1.135058555094707
633,20160924,ETH,12.87790012,13.32229996,13.34300041,12.68169975,9824880,72.94082787632942,1.055960323855322,0.0032122703897954352,0.4862221988619595,53.67876910207272,98.81815602281645,11.909091968869628,1.135058555094707
634,20160925,BTC,600.8259887999999,602.7490234,603.3809813999999,599.7109985000002,33977800,77.10332435369493,0.8920879622172593,0.004587692788771136,1.1375515772302833,49.60105494301402,6.324430137885131,4.225404040881798,1.149064720376477
635,20160925,ETH,13.1008997,12.85249996,13.10750008,12.79749966,5283440,77.10332435369493,0.8920879622172593,0.004587692788771136,0.4651793360310599,54.59590051966668,93.12281095103327,11.909091968869632,1.149064720376477
636,20160926,BTC,608.0430298,600.8070068,608.1430054,600.348999,59153800,98.7718248963356,0.2274752614042259,0.0006998976227379218,1.4028813343759339,51.636273946669654,24.467087769577837,3.9691243795073863,1.1887619016302873
