,0
0,-73268.55994489905
1,28093.83797614393
2,8455.42739339755
3,37944.88308565039
4,67347.33228306542
5,-4167.399468791205
6,-3435.469643082237
7,-36128.882640497526
8,-46476.242776406696
9,15007.48511924129
10,56589.72160353698
11,-10146.97793011181
12,-13006.210765864467
13,7345.668722636299
14,-11184.350672538625
15,-10451.406111519318
16,-16687.535299023846
17,23025.964026995935
18,14220.063081084983
19,-10609.533641985618
20,4545.519610107876
21,15300.765463533346
22,-2992.58628367004
23,-17734.153107792372
24,-102604.99542309484
25,5706.204632784706
26,3576.608893370023
27,1443.0299957524985
28,95139.69899949059
29,-124.75802219146863
30,-16090.736631994601
31,-21117.97494310583
32,-3501.116305083735
33,7400.432585090166
34,-2126.1316448645666
35,1454.0631542876363
36,-3552.123408791609
37,6223.720309948549
38,-6098.24775071023
39,-463.8964474978857
40,1772.1511855775025
41,1885.9569037035108
42,-47791.66267151898
43,512.6906582948286
44,-5172.247760991333
45,18686.12839853717
46,3344.647459161002
47,-8449.003238145728
48,4841.5010811467655
49,13541.95110325329
50,13112.22648091917
51,21421.10541255446
52,-23855.74413867551
53,-21196.50351484795
54,7398.301755333319
55,601.6970816580579
56,-12439.28403212945
57,-3764.03814575891
58,-193488.13805105304
59,-28037.45607164805
60,-22644.61749930936
61,-6621.709568107501
