,0
0,-14403.134599386482
1,1220.1533102358226
2,-765.8349953519646
3,5446.395215436118
4,11357.403830931755
5,27311.984934268985
6,-7307.973608679604
7,2209.9205134785734
8,12020.214487034129
9,5069.1960295427125
10,-17558.90652109799
11,-1708.2512544251513
12,3690.9688806610648
13,-4251.197855669074
14,-18394.67273365939
15,6852.329981345916
16,30694.329714677064
17,-5609.0204949162435
18,9080.473514557583
19,2570.665176329436
20,-389.619927323889
21,16375.473228367977
22,223912.03609533468
23,28898.766787713626
24,-15582.149652301567
25,35333.02021668479
26,7178.181147560477
27,43150.77003177232
28,28194.498245012946
29,-26313.897640898125
30,37104.965302134864
31,-80687.27591548115
32,7765.8126881883945
33,2185.4305463586934
34,22070.528396562207
35,-31216.373497180408
36,52263.43416588451
37,5081.661948823603
38,14410.761258909712
39,1683.7502216780558
40,10571.617387620034
41,-7246.000987942098
42,26320.50460779504
43,53673.78006166383
44,-33351.4287339726
45,-78914.73047873029
46,21355.954598849406
47,-3430.5804559255484
48,5227.22774801543
49,-11723.595353071112
50,32072.770749182208
51,16124.286112764152
52,31215.690817612223
53,81652.63452145504
54,19058.44835168845
55,-11059.025174317649
56,-14705.090336353052
57,25637.113968924386
58,46478.5226035947
59,59524.67468734668
60,63363.006249082275
61,256135.875976915
