,0
0,203069.88818400074
1,-323298.6381189611
2,213853.53795023425
3,-70980.10342319589
4,-179733.22146247723
5,-32770.35234155855
6,28321.59254650213
7,143822.40648535686
8,-87447.77408771962
9,-23542.77960858168
10,20954.753126438707
11,24003.46662070183
12,61702.788565141615
13,16785.193721725605
14,-26059.62124265125
15,-38620.65015014121
16,16215.345237904228
17,-10900.163568304852
18,-23138.96953490982
19,1687.8138951396104
20,-7491.201198531315
21,2876.8698718759697
22,3377.950183681445
23,-1181.8869756567292
24,1833.614452764392
25,-859.7242878037505
26,-2066.6874862718396
27,-1195.127358121099
28,1021.0474607900251
29,632.9292214894667
30,0.7866603906732053
31,-3264.8419303784613
32,968.7969433725812
33,18.017197906039655
34,-193.66776808421127
35,2168.7253663982265
36,-219.50177527335472
37,14.672241520369425
38,1184.6807358353399
39,45.666150086792186
40,2964.502090418944
41,-2026.059869007906
42,85.50133029581048
43,-1348.0085400869139
44,-2688.242163507268
45,-929.549029197311
46,2402.9472621912137
47,-1188.776404345408
48,-613.2490528509952
49,-5460.316661664983
50,464.3553331734147
51,-783.5947131917346
52,58.88207217305899
53,2070.115300427424
54,1935.2314986151177
55,-1407.1585810270626
56,-2039.6674190985505
57,889.7303544648457
58,641.5519474225584
59,-619.5149702257477
60,-847.4798092832789
61,386.8639273454901
