,0
0,-6809.573691966012
1,-5708.662028809544
2,2436.187011145521
3,1731.776430822676
4,6153.200561776292
5,36073.004593455466
6,19402.658157397294
7,-2802.625863728812
8,-1984.1642932994291
9,-22696.004566987976
10,18558.83846713323
11,-9021.010080744978
12,-13936.953396071913
13,-30827.276745226467
14,9218.487780552357
15,37036.2289605937
16,-8532.953844126314
17,-514.7564749943558
18,-2068.552177697653
19,-13962.278877460165
20,-6962.1963599999435
21,-8432.653040000005
22,13360.645759999985
23,-16615.637360000284
24,-31737.182399999816
25,9932.339199999813
26,-66849.39581599971
27,-217316.438052
28,-26180.397180000087
29,-72132.97918399982
30,26044.085843999637
31,-1162.3587919995189
32,-27778.977883999934
33,37131.8694658638
34,9672.707136393525
35,9742.40537087433
36,-26046.914866277715
37,-10581.815853451379
38,-10657.377350303112
39,-31977.698528447654
40,50403.88716688729
41,-3296.696107653901
42,71838.50417799014
43,-1814.0663618166
44,-51823.15667888895
45,2897.0902080831584
46,-3044.1053942961153
47,10508.982584459707
48,-33146.93699839385
49,-30900.55810869485
50,11038.303032995434
51,-25587.693390055094
52,3005.6308428039774
53,45715.400181499775
54,4236.99092017347
55,-32403.151528776158
56,-110321.59998060437
57,-4147.016173609998
58,228503.1600187607
59,114381.88724705344
60,60050.52578850929
61,-57862.583362631965
