date,count,neutral,positive,negative
2011-07-15,1,0.36613380908966064,0.12435636669397354,0.509509801864624
2011-07-19,2,1.9998897314071655,0.00010785604592911113,2.363752855671919e-06
2011-07-20,2,1.9998154044151306,6.470227475574575e-06,0.00017816574205653524
2011-07-21,1,0.5659551620483398,0.3958737850189209,0.038171038031578064
2011-07-27,2,1.9999620914459229,2.448553853895419e-06,3.5603931564764935e-05
2011-08-01,1,0.9965217113494873,0.0002656042925082147,0.0032126230653375387
2011-08-06,1,0.9999827146530151,5.381015853345161e-06,1.1963859833485913e-05
2011-08-07,1,0.9999997615814209,6.435313792962916e-08,9.67367981274947e-08
2011-08-10,1,0.3835292160511017,0.0010240983683615923,0.6154466867446899
2011-08-18,1,0.999951958656311,3.827784530585632e-05,9.797785423870664e-06
2011-08-22,1,0.9999527931213379,1.9000248130396358e-06,4.530397927737795e-05
2011-08-24,1,0.998432457447052,0.001357348053716123,0.00021019179257564247
2011-08-26,1,0.9999938011169434,4.349009486759314e-06,1.8739959841695963e-06
2011-09-07,1,0.9999856948852539,1.745276790643402e-06,1.2512479770521168e-05
2011-09-11,1,0.9999047517776489,9.492084063822404e-05,3.881340262523736e-07
2011-09-20,1,0.9999642372131348,1.124506411542825e-06,3.46412489307113e-05
2011-09-24,1,0.9990578293800354,0.0007135542691685259,0.00022872103727422655
2011-09-26,1,0.999998927116394,3.2058133569989877e-07,6.675838335468143e-07
2011-09-29,1,0.9999727010726929,4.507201083470136e-06,2.2782680389354937e-05
2011-10-08,1,0.9998043179512024,3.503335756249726e-05,0.00016067542310338467
2011-10-09,1,0.9999510049819946,2.7163352456227585e-07,4.8787980631459504e-05
2011-10-17,2,1.000094029601314,0.9998977316453761,8.230783578255796e-06
2011-10-25,1,0.9980498552322388,1.4994013326941058e-05,0.0019351860973984003
2011-11-09,1,0.9999955892562866,8.911114832699241e-07,3.6275905586080626e-06
2011-11-14,1,0.9994983673095703,1.7311358533333987e-05,0.00048431503819301724
2011-11-19,1,0.9999964237213135,3.5147891708220413e-07,3.2418454338767333e-06
2011-11-26,3,2.9999916553497314,3.2128398572695005e-06,5.1428800134090125e-06
2011-12-30,2,1.999967098236084,6.622806878908705e-06,2.6255755983584095e-05
2011-12-31,24,23.999958634376526,1.8853526720263858e-05,2.2551115296920443e-05
2012-01-01,94,93.53896659612656,0.46092250575902405,0.00011132613722697471
2012-01-02,100,99.99989056587219,6.586301970568087e-05,4.306466396108988e-05
2012-01-03,100,99.99994671344757,1.734626630067737e-05,3.633247746215318e-05
2012-01-04,100,98.9999688846865,1.0000082343008376,2.3791665251238214e-05
2012-01-05,20,19.99456298351288,0.00017899414274324954,0.005258370383430133
2012-01-06,21,20.43166971206665,0.27931469001059384,0.28901533549771585
2012-01-07,34,33.999722957611084,0.0001379208592506842,0.0001391950896101335
2012-01-08,18,17.999963641166687,7.570696142877864e-06,2.9181438367942292e-05
2012-01-09,75,74.99991571903229,1.8173251179476324e-05,6.610924935124274e-05
2012-01-10,54,53.36564418673515,0.6321340844847292,0.0022216939480088627
2012-01-12,6,5.999101877212524,0.00024031966021453854,0.0006578328702744329
2012-01-13,4,3.9999892711639404,8.154057240972179e-06,2.7285733565918235e-06
2012-01-14,13,12.999950170516968,3.082063911108435e-05,1.8964935463827715e-05
2012-01-15,10,9.997578918933868,0.0002643448779338087,0.002156820824893657
2012-01-16,13,12.999882936477661,6.878350384909027e-05,4.835332397590264e-05
2012-01-17,1,0.999998927116394,7.907322014943929e-07,2.2945900468585023e-07
2012-01-18,9,8.299551963806152,0.011933833456041043,0.6885142471442691
2012-01-19,12,11.999167025089264,0.0002885223886552879,0.0005448370619003384
2012-01-20,40,39.99983048439026,5.679048693973954e-05,0.00011287472912790975
2012-01-21,27,26.995425641536713,0.004453015159031182,0.00012148782499288302
2012-01-22,94,92.99985283907472,1.00006960344483,7.87667373307599e-05
2012-01-23,99,98.99990200996399,7.307108587717437e-05,2.3415677840255e-05
2012-01-24,67,66.9996827840805,0.00012882244107093044,0.0001893914837971522
2012-01-25,73,72.99973905086517,8.608684345112749e-05,0.00017621105488796474
2012-01-26,41,40.99981343746185,0.00016021330647131293,2.6283345013311532e-05
2012-01-27,75,73.99998313985998,0.009724954642257977,0.990291652627584
2012-01-28,46,45.99995422363281,1.9711194953142552e-05,2.5502230101892565e-05
2012-01-29,63,62.9998813867569,5.300045861034164e-05,6.564670262054761e-05
2012-01-30,46,45.999591588974,5.753881594916521e-05,0.00035195430794665583
2012-01-31,20,19.999946355819702,3.82566200798351e-05,1.5312498348407644e-05
2012-02-01,20,19.999975323677063,9.482748277278574e-06,1.4848507959186463e-05
2012-02-02,31,30.786232948303223,0.21364496521266574,0.00012236931496545367
2012-02-03,25,24.999023020267487,0.00023594451053554621,0.000741051044585106
2012-02-04,16,15.999982595443726,8.386039624497243e-06,9.066736993190716e-06
2012-02-05,32,31.999335944652557,0.0003270723674546616,0.0003370249074947651
2012-02-06,19,17.99917454599199,1.000272325004346,0.0005535260379119222
2012-02-07,17,16.999924182891846,1.6974880551856586e-05,5.87475357178846e-05
2012-02-08,32,31.997661232948303,0.0015157407501718012,0.0008233378454605145
2012-02-09,24,23.99714732170105,0.001041807556291019,0.0018111490915089234
2012-02-10,26,25.999841809272766,3.89983045607778e-05,0.00011898226048856486
2012-02-11,27,26.99972128868103,0.00010336357474827196,0.00017563058877101412
2012-02-12,15,14.99790358543396,0.0018536933993402727,0.00024273569712818244
2012-02-13,21,20.999955654144287,2.3093572423249498e-05,2.1719356183780292e-05
2012-02-14,24,23.961458444595337,0.03641629959328441,0.002125435595729641
2012-02-15,18,17.999945998191833,2.4066602264838366e-05,2.995261313287756e-05
2012-02-16,19,18.9998699426651,8.322187002018921e-05,4.691779560772602e-05
2012-02-17,53,52.996437072753906,0.0020397502179303473,0.001523603618060143
2012-02-18,60,59.99979364871979,0.00010840027908898264,9.796526725658339e-05
2012-02-19,45,44.999964118003845,1.410467478013544e-05,2.2722162572819116e-05
2012-02-20,88,87.99974250793457,0.00018575129071329854,7.2229559382464e-05
2012-02-21,89,88.99760383367538,0.001634472873574211,0.000761956247623985
2012-02-22,92,91.99097818136215,0.008552175786124216,0.0004696411925451116
2012-02-23,62,61.999908447265625,3.7442939221143945e-05,5.4202721623042294e-05
2012-02-24,45,44.99982154369354,9.567846430869054e-05,8.262676838555194e-05
2012-02-25,41,40.999879240989685,7.074461103151464e-05,5.0562570095280535e-05
2012-02-26,97,96.99983763694763,7.769234847287976e-05,8.463366773270309e-05
2012-02-27,97,96.99994802474976,2.7335027752428687e-05,2.4071041499595935e-05
2012-02-28,99,98.99993336200714,4.2168386586993734e-05,2.5040851207691617e-05
2012-02-29,99,98.99735105037689,0.0022323760905198498,0.0004170389013253839
2012-03-01,94,93.99677270650864,0.0031268612328894108,0.00010120665005786122
2012-03-02,95,94.99992763996124,4.3664481836458435e-05,2.7144557872560426e-05
2012-03-03,43,42.769988775253296,0.22883819726928678,0.0011735367394791751
2012-03-04,69,68.99932187795639,0.0005906239433901561,8.749749630965198e-05
2012-03-05,46,45.99931889772415,0.00014348362852167895,0.0005379060197654439
2012-03-06,48,47.999817967414856,0.00014403747412217172,3.780515297968634e-05
2012-03-07,59,58.997371196746826,0.0022332000003988384,0.00039511524487423344
2012-03-08,49,45.7737632766366,0.00033564442111710946,3.225901727191342
2012-03-09,95,94.99665820598602,0.0032900424367658943,5.146925594523566e-05
2012-03-10,98,97.99988198280334,6.394133631726362e-05,5.414824092753179e-05
2012-03-11,95,94.99799966812134,0.0016730011125236643,0.0003271675877485336
2012-03-12,51,50.99878692626953,0.000984614251230198,0.00022834840598306982
2012-03-13,75,74.9903764128685,0.006403595292272968,0.0032203221650899394
2012-03-14,52,51.99989950656891,4.461763570962063e-05,5.6377918825845086e-05
2012-03-15,35,34.99970608949661,4.6279520912406724e-05,0.00024750305638754355
2012-03-16,55,54.99981713294983,0.00010958271121719321,7.360008310008936e-05
2012-03-17,98,97.98605287075043,0.006177875864885607,0.007770312364434595
2012-03-18,94,93.9903644323349,0.003922033120006496,0.005713456873372991
2012-03-19,97,96.99936348199844,0.0003459006531354447,0.0002911065495041498
2012-03-20,98,97.99884164333344,0.0010756305846548742,8.288283119739503e-05
2012-03-21,74,73.57003045082092,0.4298795798611108,9.13851614221528e-05
2012-03-22,91,90.9988808631897,0.0006169415025425451,0.0005027282554479484
2012-03-23,55,54.99873620271683,0.0011036020976167293,0.00016044266661374706
2012-03-24,59,58.998552441596985,0.001282829305365496,0.00016552138350611756
2012-03-25,90,89.99935507774353,0.0003543766431306494,0.0002914116481349538
2012-03-26,98,97.99812859296799,0.0017617079988170303,0.00010938658458670147
2012-03-27,58,57.99980008602142,0.00013460217032168487,6.605059547659664e-05
2012-03-28,51,50.999603629112244,0.00012716060873430024,0.0002698120997486342
2012-03-29,72,71.9988659620285,0.0005179709039326852,0.0006175273190152097
2012-03-30,36,35.99992001056671,1.3535907420703097e-05,6.638709912465401e-05
2012-03-31,56,55.749105751514435,0.2505792438041565,0.0003159730149642215
2012-04-01,51,50.99912065267563,0.00020135897451734053,0.0006787296611001636
2012-04-02,58,57.970710039138794,0.028768056564878464,0.000521696957900275
2012-04-03,67,66.9987433552742,0.0005410508781302781,0.0007162124083404109
2012-04-04,92,91.99955439567566,0.0002927558112091333,0.00015318984630852128
2012-04-05,96,95.99356460571289,0.0018351597250614304,0.004601738979214787
2012-04-06,99,98.99990630149841,4.65294168767727e-05,4.905379636621632e-05
2012-04-07,65,64.99981617927551,0.00013164804213428027,5.309256922636507e-05
2012-04-08,49,48.99994778633118,2.0481689077200826e-05,3.248121254451064e-05
2012-04-09,96,95.9999452829361,2.011050217021193e-05,3.449144709399832e-05
2012-04-10,98,97.99996244907379,1.3244114223986969e-05,2.4545937197473222e-05
2012-04-11,44,43.999737203121185,0.00015372187554696382,0.0001091620740218957
2012-04-12,55,54.99984681606293,0.0001142654144956623,3.93523876276447e-05
2012-04-13,53,52.99976444244385,0.0001255910393798132,0.00011004368691658328
2012-04-14,85,84.99977850914001,0.00011893162413423308,0.00010364822701802723
2012-04-15,48,47.999964475631714,1.3253644375765816e-05,2.262795788965377e-05
2012-04-16,46,45.999950885772705,1.6861670072643165e-05,3.2507816165150416e-05
2012-04-17,99,98.99969255924225,0.00012858427970563469,0.00017934786096773792
2012-04-18,91,90.9999030828476,5.3586425387663894e-05,4.424885046105942e-05
2012-04-19,93,92.99884688854218,0.0005349078255232342,0.0006189254746331585
2012-04-20,88,87.9998824596405,7.103103288130796e-05,4.694812635364087e-05
2012-04-21,50,49.99991023540497,3.572296973430866e-05,5.4507197481790115e-05
2012-04-22,47,46.99730908870697,0.0012706101734138997,0.0014207761698852295
2012-04-23,27,26.999985814094543,3.751222273251642e-06,1.0721319640083493e-05
2012-04-24,94,93.99881201982498,3.4752039288044045e-05,0.0011538304772447106
2012-04-25,98,97.99559873342514,0.004272179663933784,0.0001295625851325255
2012-04-26,35,34.982644498348236,0.017187307585103895,0.00016803854488500747
2012-04-27,96,95.99966239929199,0.00022210542760348062,0.0001157227844856834
2012-04-28,93,92.99960964918137,0.00022163904640404297,0.00016932900516319904
2012-04-29,90,89.99964785575867,0.0001952586791880151,0.00015777506244596395
2012-04-30,93,92.9992059469223,0.0006242653812646992,0.0001703773106811468
2012-05-01,96,95.99629068374634,0.002093435595869053,0.0016158219116668704
2012-05-02,94,93.98228079080582,0.007620018442668908,0.010100220314447128
2012-05-03,92,91.9995476603508,0.0001529833834688077,0.00029938847020183346
2012-05-04,81,80.99930310249329,0.0005304377202843824,0.0001662702533060667
2012-05-05,45,44.995385229587555,0.002111955285892364,0.002503202681525707
2012-05-06,34,33.97818475961685,0.014758982357690797,0.007056487656413424
2012-05-07,36,35.999257028102875,0.0002970146195337975,0.0004460871308822334
2012-05-08,46,45.990355134010315,0.006065692375969434,0.0035790894654326166
2012-05-09,24,23.998836755752563,0.0005221934286012697,0.0006410826164824357
2012-05-10,31,29.998000632680487,0.0021170578125122574,0.9998830332529991
2012-05-11,28,27.998486518859863,0.0010586557744574066,0.0004547423968830344
2012-05-12,93,92.99751979112625,0.0008262896840554035,0.0016544025771345616
2012-05-13,98,97.99984920024872,7.223325539396086e-05,7.915490588317198e-05
2012-05-14,96,95.99936085939407,0.00033539641940905085,0.00030435322294941614
2012-05-15,98,97.99986433982849,3.5363891599971e-05,0.00010131948511471478
2012-05-16,44,43.97055160999298,0.029033788820362005,0.00041523932554099474
2012-05-17,65,64.99984812736511,9.21211178326331e-05,6.0102850101273475e-05
2012-05-18,86,85.99980580806732,8.456322899164093e-05,0.00011016134258667876
2012-05-19,99,98.99976181983948,5.218373746096461e-05,0.0001860000026683295
2012-05-20,67,66.99873572587967,0.0010964656787812999,0.00016883379735332937
2012-05-21,96,95.99917513132095,0.000402920766420678,0.0004229178254355759
2012-05-22,99,98.99974882602692,0.00011933977254852124,0.00013255803723311033
2012-05-23,72,71.99985778331757,6.396196019320399e-05,7.841970618649441e-05
2012-05-24,33,32.99834108352661,0.0008725938383662424,0.0007865414673062787
2012-05-25,14,13.999967098236084,7.836375928604866e-06,2.4688148812401778e-05
2012-05-26,24,23.99955576658249,0.0002759309410724775,0.00016821760404894803
2012-05-27,23,22.999752044677734,0.000152521570292663,9.523301108060878e-05
2012-05-28,15,14.999880909919739,6.526381685034721e-05,5.385812670510859e-05
2012-05-29,15,14.999971628189087,1.0583228409188905e-05,1.785171994050927e-05
2012-05-30,25,24.99661284685135,0.002953838311270829,0.0004333663342492855
2012-05-31,16,15.99985122680664,5.555974645687911e-05,9.297095800775423e-05
2012-06-01,26,25.99769538640976,0.0009810165332844178,0.0013236025890250858
2012-06-02,13,12.999949932098389,2.06931820656564e-05,2.8965798065883064e-05
2012-06-03,14,13.999689161777496,0.00015395502786930138,0.00015703409022194137
2012-06-04,24,23.99777203798294,0.0015532527854560385,0.0006746981425465037
2012-06-05,16,15.999943017959595,2.7274257810461222e-05,2.9599652634715312e-05
2012-06-06,23,22.999674320220947,0.00014722245938969536,0.00017882981680372723
2012-06-07,20,19.933722257614136,0.05045186437018856,0.015825758898472486
2012-06-08,22,21.294909983873367,0.0011674928180127608,0.7039223414305695
2012-06-09,19,18.99980938434601,6.112335728403195e-05,0.00012970392890565563
2012-06-10,16,15.999931693077087,4.263268910165152e-05,2.5430229783296454e-05
2012-06-11,14,13.946042478084564,0.05384283287790481,0.00011477585223929054
2012-06-12,20,19.999684154987335,0.00016538365768070662,0.0001509778860508959
2012-06-13,21,19.987269975995332,0.0012719664078559845,1.0114581362053912
2012-06-14,16,15.994688749313354,1.2010017147900953e-05,0.005298955299537056
2012-06-15,23,22.000388999818824,0.9990829143162188,0.0005280321906298013
2012-06-16,20,19.998915135860443,0.0007429643977872047,0.0003417776095488989
2012-06-17,64,63.95506703853607,0.01670707411547312,0.028225040039586702
2012-06-18,23,22.991474092006683,0.004539082703399089,0.003987217272069188
2012-06-19,34,32.99937918856779,1.0005638701537904,5.671440743337808e-05
2012-06-20,26,24.999430838764447,1.0000994417184614,0.00046925315057866346
2012-06-21,44,43.99887162446976,0.000981353503352267,0.00014676501579913293
2012-06-22,46,45.994831919670105,0.0015208397069628177,0.0036470103973726964
2012-06-23,32,31.99891322851181,0.00044056252941260254,0.0006463036112052123
2012-06-24,28,27.999778032302856,0.00012075967566715917,0.00010131881748520755
2012-06-25,30,29.99901932477951,0.000627713911740102,0.00035315296598525947
2012-06-26,28,27.999788522720337,6.709553576200733e-05,0.00014409745981680544
2012-06-27,21,20.999668836593628,0.00027946856603477954,5.159288102163373e-05
2012-06-28,24,23.997710168361664,0.0018170394682783808,0.0004724208247068873
2012-06-29,15,14.999438524246216,0.0003434121558854031,0.0002181066290063427
2012-06-30,26,25.99978232383728,0.00012220290724940241,9.553723086241916e-05
2012-07-01,96,95.99813830852509,0.0018105464685156392,5.211732204468689e-05
2012-07-02,97,96.99972152709961,6.659375146966795e-05,0.00021147702287294123
2012-07-03,88,87.99968779087067,0.00011251556765934367,0.00020018702466018112
2012-07-04,85,84.9995584487915,0.00010729701902967292,0.0003352743546924941
2012-07-05,93,92.99991190433502,2.45427970497758e-05,6.395710665874077e-05
2012-07-06,90,89.99868780374527,0.0005933881585091783,0.0007193685306070563
2012-07-07,40,39.996343433856964,0.0035318771971155627,0.0001250249973470119
2012-07-08,86,85.99993062019348,3.260907171842575e-05,3.593316942485103e-05
2012-07-09,38,37.063323847949505,0.9360947556465149,0.0005814432376354262
2012-07-10,96,95.99626404047012,0.003052145971524922,0.0006834519989027399
2012-07-11,91,90.99505788087845,0.001364389585025716,0.003578379556889999
2012-07-12,44,43.99976289272308,0.00015657438509109056,8.053534465357615e-05
2012-07-13,96,95.99888002872467,0.0005032700586227179,0.000617048696060607
2012-07-14,94,93.99659299850464,0.0016311195750877694,0.0017754869065633727
2012-07-15,83,82.99819177389145,0.0008131230818335666,0.0009960315010033582
2012-07-16,82,81.99933564662933,0.00040927714529992443,0.00025573214274210443
2012-07-17,27,26.999599277973175,0.0002922799687374855,0.00010855622331185089
2012-07-18,94,93.99808323383331,0.0016567758518002407,0.00025903771172242074
2012-07-19,52,51.99989914894104,7.433327034256365e-05,2.691952885491844e-05
2012-07-20,58,57.999833822250366,9.694718373154387e-05,6.919340504296656e-05
2012-07-21,33,32.99571466445923,1.761589821569487e-05,0.004267450101206549
2012-07-22,88,87.99895602464676,0.0005894605676459719,0.00045387580809475025
2012-07-23,24,23.99996280670166,1.4710322200350845e-05,2.2382476570825816e-05
2012-07-24,40,39.999757170677185,0.00015118780957656952,9.196662065313888e-05
2012-07-25,100,99.63973766565323,0.3562657889737624,0.003997130283089234
2012-07-26,39,38.99937856197357,0.0005583759657099563,6.310178362056718e-05
2012-07-27,94,93.9993143081665,0.0005032062535406112,0.00018277221779783304
2012-07-28,14,13.999982118606567,6.219242393967761e-06,1.1528783545600163e-05
2012-07-29,19,18.998944997787476,0.000622939292185265,0.00043197755883284117
2012-07-30,27,26.99966311454773,0.00014495624100874238,0.0001920173465350672
2012-07-31,26,25.99965089559555,0.00022757899021996764,0.00012111187740515561
2012-08-01,17,16.917409896850586,0.08248815119593189,0.00010158894451706146
2012-08-02,23,22.009685940109193,0.9902299042817386,8.462108620221898e-05
2012-08-03,32,31.99931287765503,0.0003445519535745234,0.0003425473500229259
2012-08-04,34,33.99924349784851,0.00044235194066999384,0.00031395421126489964
2012-08-05,31,30.997498691082,0.0021256693795983495,0.0003756893806894368
2012-08-06,84,82.99945334608128,1.0003172506546605,0.00022967923347039232
2012-08-07,22,21.99969756603241,0.00021770411996158145,8.492338992027726e-05
2012-08-08,26,25.28703409433365,0.7092251362960411,0.003740791877476113
2012-08-09,29,28.99906086921692,0.0006547849637144054,0.0002848672146313902
2012-08-10,60,59.99910831451416,0.00049841634563208,0.0003936276742422251
2012-08-11,29,28.999295592308044,0.0003758541477907329,0.00032843484942191026
2012-08-12,23,22.986454725265503,0.01302703379278114,0.0005184077107287521
2012-08-13,21,20.999914407730103,5.5688446924051505e-05,2.9629605819536664e-05
2012-08-14,39,38.00384967587888,0.9960013321353216,0.00014961376430733253
2012-08-15,39,38.99951529502869,0.00024445711777332235,0.00024024416660495262
2012-08-16,20,19.99178236722946,0.0012741057439740189,0.006943667809821363
2012-08-17,29,28.995258033275604,0.0003799731451561428,0.004361891251903671
2012-08-18,21,20.99748420715332,0.0011817494192030153,0.0013340727223862814
2012-08-19,35,34.99851447343826,0.0004819921570629049,0.0010036432793469885
2012-08-20,30,29.997900187969208,0.0009278831364980533,0.0011713346236490452
2012-08-21,20,19.999873995780945,6.224286963174563e-05,6.378082630931203e-05
2012-08-22,15,14.999799370765686,7.764227406426016e-05,0.0001227179190550487
2012-08-23,21,20.999673783779144,0.00019588685039195752,0.00013047297170487582
2012-08-24,45,44.98957675695419,0.00866613229019464,0.0017572867630235578
2012-08-25,16,15.99993371963501,3.3704275963941654e-05,3.291350927270287e-05
2012-08-26,17,16.013718402013183,0.985981873507086,0.00029992562446068405
2012-08-27,29,28.99984383583069,8.77911520298369e-05,6.830550103131827e-05
2012-08-28,25,24.99962055683136,0.00022634946273569767,0.0001533926854335732
2012-08-29,23,22.979179680347443,0.02069491602592599,0.00012552616334460254
2012-08-30,32,31.99947714805603,0.00033782274869254003,0.00018443992939864984
2012-08-31,89,88.9997878074646,0.00010851983000215171,0.00010446989533186013
2012-09-01,86,85.99981606006622,9.655653218132443e-05,8.872734895071233e-05
2012-09-02,91,90.99708926677704,0.00012687172153036386,0.002784121135958273
2012-09-03,49,48.99950087070465,0.0003129286613088311,0.0001859190634974084
2012-09-04,50,49.99930042028427,0.0002563462706319797,0.00044341566449901393
2012-09-05,62,61.618480026721954,0.0008956527080670185,0.38062472571376915
2012-09-06,44,43.99970102310181,0.00014429760533474223,0.00015493534879951198
2012-09-07,97,96.99899286031723,0.0004680897865387834,0.0005395115546829032
