Date,Symbol,Open,High,Low,Close,Volume,Market Cap,1Dreturn,Norm_Close,label,,prob_sell,prob_hold,prob_buy,pred
11/22/13,BTC,724.0700073,780.8499756,668.1300049,771.4400024,0,9276681716,0.034195796,2.993754856,2,,0.3037,0.2144,0.4819,2
11/23/13,BTC,771.7000122,844.9699707,771.7000122,797.8200073,0,9597335799,-0.029543014,2.825032255,0,,0.2997,0.2117,0.4886,2
11/24/13,BTC,795.6300049,807.3599854,722.8699951,774.25,0,9317034156,0.032108473,2.470875417,2,,0.2984,0.2131,0.4886,2
11/25/13,BTC,773.0200195,810.6799927,754.4299927,799.1099854,0,9619646225,0.161417067,2.392823003,2,,0.2956,0.2105,0.4939,2
11/26/13,BTC,805.7299805,928.539978,800.7999878,928.0999756,0,11176110593,0.079581994,2.728740814,2,,0.2958,0.2117,0.4924,2
11/27/13,BTC,923.8499756,1001.960022,891.6799927,1001.960022,0,12069885699,0.029931263,2.76005679,2,,0.2948,0.209,0.4962,2
11/28/13,BTC,1003.380005,1077.560059,962.1699829,1031.949951,0,12435823060,0.096923324,2.622604699,2,,0.2958,0.21,0.4942,2
11/29/13,BTC,1042.01001,1146.969971,1000.640015,1131.969971,0,13646039846,-0.002243802,2.721997612,1,,0.2956,0.2079,0.4965,2
11/30/13,BTC,1129.369995,1156.140015,1106.609985,1129.430054,0,13620389321,-0.153688205,2.4859407,0,,0.2971,0.2081,0.4948,2
12/1/13,BTC,1128.920044,1133.079956,801.8200073,955.8499756,0,11531708948,0.091520618,1.790963402,2,,0.2986,0.2067,0.4947,2
12/2/13,BTC,951.4199829,1055.420044,938.4099731,1043.329956,0,12591271606,0.033498581,1.956734033,2,,0.3016,0.2078,0.4906,2
12/3/13,BTC,1046.400024,1096,1011.210022,1078.280029,0,13018451838,0.067598409,1.946210611,2,,0.3042,0.2073,0.4885,2
12/4/13,BTC,1077.579956,1156.119995,1070.160034,1151.170044,0,13903428351,-0.0921324,2.037059292,0,,0.3082,0.2095,0.4823,2
12/5/13,BTC,1152.72998,1154.359985,897.1099854,1045.109985,0,12626914509,-0.206351462,1.633892858,0,,0.311,0.2093,0.4797,2
12/6/13,BTC,1042.380005,1042.380005,829.4500122,829.4500122,0,10025645095,-0.158201254,0.957951609,0,,0.3158,0.2127,0.4715,2
12/7/13,BTC,835.3200073,854.6400146,640.2199707,698.2299805,0,8442962249,0.139839333,0.542292334,2,,0.3205,0.2154,0.4642,2
12/8/13,BTC,697.3099976,802.5100098,670.8800049,795.8699951,0,9627500113,0.122281287,0.799684169,2,,0.3264,0.2215,0.4521,2
12/9/13,BTC,793.7999878,921.9299927,780.9000244,893.1900024,0,10808715488,0.106718623,1.048336611,2,,0.3319,0.2262,0.4419,2
12/10/13,BTC,892.3200073,997.2299805,892.3200073,988.5100098,0,11966951486,-0.111308968,1.279097756,0,,0.3371,0.2336,0.4293,2
12/11/13,BTC,989.0700073,1001.580017,834.2299805,878.4799805,0,10638546534,-0.005942049,0.913801756,0,,0.3421,0.2402,0.4177,2
12/12/13,BTC,882.7800293,901.9400024,844.9500122,873.2600098,0,10578889955,0.022124003,0.86248793,2,,0.3462,0.2496,0.4042,2
12/13/13,BTC,874.9799805,941.789978,860.0499878,892.5800171,0,10816819988,-0.022384594,0.884223625,0,,0.3499,0.2577,0.3924,2
12/14/13,BTC,899.8499756,904.6500244,858.3599854,872.5999756,0,10578987915,0.004033944,0.790209294,1,,0.3526,0.2664,0.3809,2
12/15/13,BTC,875.289978,886.1599731,825,876.1199951,0,10625517651,-0.194208585,0.767948131,0,,0.3549,0.2734,0.3717,2
12/16/13,BTC,880.3300171,882.25,668.25,705.9699707,0,8565534010,-0.033783272,0.214225538,0,,0.3568,0.2822,0.361,2
12/17/13,BTC,706.3699951,754.8300171,630.8800049,682.1199951,0,8279623719,-0.23371252,0.11087014,0,,0.3582,0.289,0.3528,0
12/18/13,BTC,678.2000122,679.3200073,420.5100098,522.7000122,0,6347159168,0.323818645,-0.430311082,2,,0.3592,0.2966,0.3441,0
12/19/13,BTC,519.0599976,707.2299805,502.8900146,691.960022,0,8406397153,-0.096306163,0.094399448,0,,0.3593,0.3026,0.3381,0
12/20/13,BTC,694.2199707,729.1599731,595.3300171,625.3200073,0,7599576492,-0.031439957,-0.161504219,0,,0.3597,0.3088,0.3315,0
12/21/13,BTC,619.9000244,654.2700195,579.1699829,605.6599731,0,7363114611,0.019020606,-0.263620032,2,,0.3589,0.3139,0.3272,0
12/22/13,BTC,601.7800293,666.7399902,585.6400146,617.1799927,0,7505757423,0.091107912,-0.25947486,2,,0.3589,0.3182,0.3229,0
12/23/13,BTC,613.0599976,680.9099731,611.039978,673.4099731,0,8192487202,-0.011627324,-0.091015228,0,,0.3576,0.3219,0.3205,0
12/24/13,BTC,672.3599854,684.3900146,645.710022,665.5800171,0,8100042042,0.024985733,-0.158400411,2,,0.3572,0.3256,0.3173,0
12/25/13,BTC,666.3099976,682.7000122,649.4799805,682.210022,0,8305173374,0.11692874,-0.132220928,2,,0.3553,0.3294,0.3154,0
12/26/13,BTC,683.9400024,777.75,683.9400024,761.9799805,0,9279735331,-0.035315853,0.15366326,0,,0.3546,0.3327,0.3127,0
12/27/13,BTC,763.2800293,777.5100098,713.5999756,735.0700073,46862700,8955394564,-0.009849389,0.005206753,0,,0.3528,0.3365,0.3107,0
12/28/13,BTC,737.9799805,747.0599976,705.3499756,727.8300171,32505800,8869918644,0.02365933,-0.061495539,2,,0.352,0.3396,0.3084,0
12/29/13,BTC,728.0499878,748.6099854,714.4400024,745.0499878,19011300,9082103621,0.014871508,-0.021755435,2,,0.3501,0.3429,0.307,0
12/30/13,BTC,741.3499756,766.5999756,740.2399902,756.1300049,20707700,9217167990,-0.002803744,-0.010725057,1,,0.3485,0.3452,0.3063,0
12/31/13,BTC,760.3200073,760.5800171,738.1699829,754.0100098,20897300,9191325349,0.023063374,-0.06305295,2,,0.3467,0.347,0.3064,1
1/1/14,BTC,754.9699707,775.3499756,754.9699707,771.4000244,22489400,9403308145,0.040173696,-0.017913832,2,,0.3451,0.349,0.3058,1
1/2/14,BTC,773.4400024,820.3099976,767.210022,802.3900146,38489500,9781073921,0.020351644,0.107299571,2,,0.3439,0.3503,0.3058,1
1/3/14,BTC,802.8499756,834.1500244,789.1199951,818.7199707,37810100,9980135396,0.049821722,0.159488782,2,,0.3431,0.3513,0.3056,1
1/4/14,BTC,823.2700195,859.5100098,801.6699829,859.5100098,38005000,10477362437,0.086118857,0.358052151,2,,0.3424,0.3515,0.3061,1
1/5/14,BTC,858.5499878,952.4000244,854.5200195,933.5300293,72898496,11379660685,0.021166913,0.774330445,2,,0.3417,0.3517,0.3066,1
1/6/14,BTC,936.0499878,1017.119995,905.710022,953.289978,85565696,11620533603,-0.158702999,0.8696246,0,,0.3412,0.3518,0.307,1
1/7/14,BTC,946.4899902,965.7399902,802,802,81311696,9808299600,0.050773031,-0.120641272,2,,0.3403,0.3529,0.3068,1
1/8/14,BTC,795.9899902,870.6799927,776.1799927,842.7199707,74175600,10310363180,0.004912681,0.11303348,1,,0.3396,0.3524,0.308,1
1/9/14,BTC,841.4699707,864.3599854,804.1400146,846.8599854,59998600,10365397028,0.025529598,0.109312238,2,,0.3393,0.3514,0.3093,1
1/10/14,BTC,846.6900024,871.1900024,822.5999756,868.4799805,31876800,10634081648,0.052355878,0.238304254,2,,0.3381,0.3518,0.3101,1
1/11/14,BTC,867.3200073,921.4799805,861.7199707,913.9500122,44754200,11195636164,-0.055506363,0.530477568,0,,0.3375,0.3508,0.3117,1
1/12/14,BTC,919.5999756,928.5200195,851.1699829,863.2199707,39623500,10578653198,-0.025509093,0.173514634,0,,0.336,0.3512,0.3128,1
1/13/14,BTC,860.1900024,861.289978,806.0499878,841.2000122,45580900,10312375950,-0.009427,0.013205243,0,,0.335,0.3498,0.3152,1
1/14/14,BTC,843.1699829,855.6900024,825.6599731,833.2700195,20829800,10218535832,0.033158525,-0.046069142,2,,0.3335,0.3495,0.3169,1
1/15/14,BTC,833.1199951,872.8099976,830.8599854,860.9000244,28107200,10561305975,-0.029353025,0.153911979,0,,0.3319,0.3487,0.3194,1
1/16/14,BTC,860.289978,866.1599731,835.6300049,835.6300049,19149300,10255185612,-0.025118761,0.002362266,0,,0.3299,0.3487,0.3214,1
1/17/14,BTC,834.4899902,842.9099731,797.6300049,814.6400146,39031700,10000663202,0.031130297,-0.11647119,2,,0.3283,0.3479,0.3238,1
1/18/14,BTC,816.0700073,841.4899902,816.0700073,840,18052700,10315662000,0.036857169,0.11188388,2,,0.3264,0.348,0.3256,1
1/19/14,BTC,839.6599731,870.960022,825.5300293,870.960022,24365700,10699504086,-0.000872612,0.405346217,1,,0.3245,0.3482,0.3273,1
1/20/14,BTC,871.3900146,886.3900146,853.8699951,870.2000122,27652700,10694453430,-0.007228268,0.417264413,0,,0.3229,0.3484,0.3287,1
1/21/14,BTC,869.6500244,881.2000122,855.9299927,863.9099731,18997300,10620283205,-0.021205851,0.409040026,0,,0.3217,0.3485,0.3298,1
1/22/14,BTC,867.210022,870.1500244,837.3599854,845.5900269,18453700,10399573174,-0.027850434,0.311223951,0,,0.3199,0.349,0.3311,1
1/23/14,BTC,845.460022,851.5700073,819.3200073,822.039978,15607100,10113558120,-0.030375616,0.180428609,0,,0.3187,0.3496,0.3317,1
1/24/14,BTC,822.4299927,822.4299927,783.5800171,797.0700073,34912000,9810138293,0.07093477,-0.014077874,2,,0.3171,0.3504,0.3325,1
1/25/14,BTC,796.2399902,861.4500122,792.960022,853.6099854,24303900,10509539619,0.037101304,0.561123032,2,,0.3165,0.3507,0.3329,1
1/26/14,BTC,853.6799927,897.0200195,844.8599854,885.2800293,32224300,10902798632,-0.128648575,0.850784216,0,,0.3157,0.3506,0.3337,1
1/27/14,BTC,884.5999756,893,757.1099854,771.3900146,49233600,9503544085,0.053306362,-0.31669284,2,,0.3154,0.3506,0.334,1
1/28/14,BTC,774.0200195,832.5,766.9799805,812.5100098,44875500,10013251364,0.01660286,0.124056342,2,,0.3141,0.351,0.3349,1
1/29/14,BTC,809.960022,836.8699951,809.8499756,826,17984400,10182659550,-0.008438221,0.310088241,0,,0.3136,0.3515,0.3349,1
1/30/14,BTC,826.0200195,830.5,799.0599976,819.0300293,29918200,10100339387,0.013296159,0.249453266,2,,0.3122,0.3522,0.3356,1
1/31/14,BTC,818.4299927,831.8699951,812.5999756,829.9199829,17107900,10238411820,0.003205169,0.379702404,1,,0.3122,0.3524,0.3354,1
2/1/14,BTC,828.6099854,853.5200195,827.1099854,832.5800171,19668700,10275202812,-0.008659855,0.426256913,0,,0.3108,0.3533,0.3359,1
2/2/14,BTC,832.9000244,844.7199707,820.6699829,825.3699951,11300900,10190038654,-0.001865803,0.359291946,1,,0.3108,0.3535,0.3357,1
2/3/14,BTC,824.0800171,826.4799805,807.2199707,823.8300171,13940100,10174774202,0.005013176,0.356506661,1,,0.3094,0.3546,0.336,1
2/4/14,BTC,823.7700195,840.1699829,820.9400024,827.960022,16609700,10229342305,-0.019385053,0.378612927,0,,0.3098,0.3544,0.3358,1
2/5/14,BTC,829.960022,837.3200073,811.9099731,811.9099731,22395100,10034436286,-0.03739329,0.170451088,0,,0.309,0.3549,0.3362,1
2/6/14,BTC,815.5900269,819.8099976,770.5900269,781.5499878,50108700,9662791119,-0.088477979,-0.267772778,0,,0.3102,0.3541,0.3358,1
2/7/14,BTC,783.2000122,783.2000122,654.3499756,712.4000244,113643000,8810607000,-0.054014655,-1.174671043,0,,0.3103,0.3534,0.3363,1
2/8/14,BTC,699.5700073,721.8200073,661.8699951,673.9199829,38742600,8337738240,0.013325086,-1.733245401,2,,0.3121,0.352,0.3359,1
2/9/14,BTC,671.460022,712.2700195,655.25,682.9000244,39311400,8451228950,-0.002738315,-1.712913817,1,,0.3139,0.3498,0.3363,1
2/10/14,BTC,681.3200073,703.710022,550.5,681.0300293,112758000,8430742782,-0.013009773,-1.831912492,0,,0.3168,0.3473,0.336,1
2/11/14,BTC,683.5,712.460022,636.6599731,672.1699829,72745200,8323817195,-0.03042387,-1.959519459,0,,0.3197,0.3441,0.3361,1
2/12/14,BTC,672.3800049,672.9000244,643.039978,651.7199707,25367600,8073458481,-0.071318945,-2.234105602,0,,0.3236,0.3408,0.3356,1
2/13/14,BTC,651.0800171,657.9899902,601.9099731,605.2399902,38588100,7500376176,0.093764459,-2.742114117,2,,0.3275,0.3369,0.3356,1
2/14/14,BTC,601.1699829,691.7199707,541.039978,661.9899902,102506000,8206805878,-0.016722318,-1.869202263,0,,0.332,0.3333,0.3347,2
2/15/14,BTC,660.9000244,661.8400269,632.8400269,650.9199829,26709200,8072579656,-0.052679252,-1.93123901,0,,0.3361,0.3296,0.3343,0
